1056,2027,2024-10-13 17:17:58.2628754,5615,Info,Microsoft-Windows-WMI,Application,2916,2936,Server002,14,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,Classic,0,"{""EventData"":""""}"
1057,2028,2024-10-13 17:17:59.2745604,5617,Info,Microsoft-Windows-WMI,Application,2916,2948,Server002,14,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,Classic,0,"{""EventData"":""""}"
1058,2029,2024-10-13 17:18:03.9767430,1532,Info,Microsoft-Windows-User Profiles Service,Application,1708,1840,Server002,14,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,Classic,0,"{""EventData"":""""}"
1059,2030,2024-10-13 17:18:27.0757290,4625,Info,Microsoft-Windows-EventSystem,Application,0,0,Server002,14,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""86400""},{""@Name"":""param2"",""#text"":""SuppressDuplicateDuration""},{""@Name"":""param3"",""#text"":""Software\\Microsoft\\EventSystem\\EventLog""}]}}"
1060,2031,2024-10-13 17:18:27.0216536,1531,Info,Microsoft-Windows-User Profiles Service,Application,1416,1500,Server002,14,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,Classic,0,"{""EventData"":""""}"
1061,2032,2024-10-13 17:18:28.5887348,9027,Info,Desktop Window Manager,Application,0,0,Server002,14,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
1062,2033,2024-10-13 17:18:28.2073563,5615,Info,Microsoft-Windows-WMI,Application,1884,2080,Server002,14,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,Classic,0,"{""EventData"":""""}"
1063,2034,2024-10-13 17:18:28.4609608,5617,Info,Microsoft-Windows-WMI,Application,1884,2144,Server002,14,S-1-5-18,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,Classic,0,"{""EventData"":""""}"
1064,2035,2024-10-13 17:18:36.3913077,102,Info,ESENT,Application,0,0,Server002,14,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""SearchIndexer, 4124,P,98, Windows: , 0, 10, 00, 19045, 0000"",""Binary"":""""}}"
1065,2036,2024-10-13 17:18:36.3913077,300,Info,ESENT,Application,0,0,Server002,14,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""SearchIndexer, 4124,R,98, Windows: "",""Binary"":""""}}"
1066,2037,2024-10-13 17:18:36.5664053,301,Info,ESENT,Application,0,0,Server002,14,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""SearchIndexer, 4124,R,98, Windows: , C:\\ProgramData\\Microsoft\\Search\\Data\\Applications\\Windows\\edb00072.jtx, \n[1] 0.087020 -0.018939 (31) CM -0.038815 (6) WT +J(CM:31, PgRf:1089, Rd:0/31, Dy:31/2149, Lg:1028598/13074) +M(C:0K, Fs:1542, WS:1800K # 1716K, PF:1612K # 1516K, P:1612K)., Commit   , 3174"",""Binary"":""""}}"
1067,2038,2024-10-13 17:18:36.6321504,301,Info,ESENT,Application,0,0,Server002,14,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""SearchIndexer, 4124,R,98, Windows: , C:\\ProgramData\\Microsoft\\Search\\Data\\Applications\\Windows\\edb.jtx, \n[1] 0.048196 -0.000496 (3) CM -0.043234 (4) WT +J(CM:3, PgRf:1886, Rd:0/3, Dy:3/4663, Lg:206702/3897) +M(C:0K, Fs:104, WS:384K # 372K, PF:160K # 160K, P:160K)., Commit   , 933"",""Binary"":""""}}"
1068,2039,2024-10-13 17:18:36.8995106,302,Info,ESENT,Application,0,0,Server002,14,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""SearchIndexer, 4124,U,98, Windows: "",""Binary"":""""}}"
1069,2040,2024-10-13 17:18:36.9073043,105,Info,ESENT,Application,0,0,Server002,14,,,,,,,,,,,,False,D:\benign_log_combined_latest_used_actually\new_benign\application_4100.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""SearchIndexer, 4124,D,0, Windows: , 0, 0, \n[1] 0.007174 +J(0) +M(C:0K, Fs:225, WS:876K # 876K, PF:5008K # 5008K, P:5008K)\n[2] 0.000261 +J(0) +M(C:0K, Fs:110, WS:440K # 440K, PF:388K # 388K, P:388K)\n[3] 0.004525 +J(0) +M(C:0K, Fs:11, WS:44K # 44K, PF:64K # 64K, P:64K)\n[4] 0.000133 +J(0) +M(C:0K, Fs:25, WS:96K # 96K, PF:352K # 352K, P:352K)\n[5] 0.000650 +J(0) +M(C:0K, Fs:10, WS:40K # 40K, PF:20K # 20K, P:20K)\n[6] 0.003082 +J(0) +M(C:0K, Fs:25, WS:100K # 100K, PF:16K # 24K, P:16K)\n[7] 0.015320 -0.012679 (2) WT +J(0) +M(C:0K, Fs:274, WS:1092K # 1092K, PF:1028K # 1020K, P:1028K)\n[8] 0.137152 -0.018939 (31) CM -0.051842 (9) WT +J(CM:31, PgRf:1089, Rd:0/31, Dy:31/2149, Lg:1028598/13074) +M(C:0K, Fs:1874, WS:3024K # 3024K, PF:2520K # 2520K, P:2520K)\n[9] 0.063959 -0.000496 (3) CM -0.047785 (8) WT +J(CM:3, PgRf:1886, Rd:3/3, Dy:3/4663, Lg:206702/3897) +M(C:0K, Fs:126, WS:436K # 436K, PF:256K # 256K, P:256K) + 1 lgens\n[10] 0.000783 +J(0) +M(C:0K, Fs:0, WS:-1020K # 0K, PF:-1020K # 0K, P:-1020K)\n[11] 0.000049 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:2, WS:8K # 0K, PF:0K # 0K, P:0K)\n[12] 0.128488 -0.000003 (34) CM -0.127091 (9) WT +J(CM:34, PgRf:0, Rd:0/34, Dy:0/0, Lg:0/0) +M(C:0K, Fs:186, WS:24K # 0K, PF:8K # 0K, P:8K)\n[13] 0.110484 -0.000406 (2) CM -0.090733 (20) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:322, WS:-1864K # 0K, PF:-1220K # 0K, P:-1220K)\n[14] 0.000125 +J(0)\n[15] 0.000020 +J(0)\n[16] 0.000295 +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K)., lgposV2[] = 00000072:0001:0000 - 00000072:00FE:0FEC - 00000073:0034:0000 - 00000073:0034:0000 (00000000:0000:0000)\ncReInits = 6\n"",""Binary"":""""}}"
